UF;Nome;CD;Lat;Long;Carga;Energia
MG;Aguanil;3100807;-45,422024;-20,973779;13341;31584,4032
GO;Matrinchã;5212956;-50,774601;-15,377511;13322;23831,5776
SC;Itajaí;4208203;-48,75315;-26,968733;13312;27669,9904
MG;Bonfim;3108107;-44,214759;-20,32145;13280;12478,528
MG;Dom Bosco;3122470;-46,28992;-16,740318;13256;29352,04888
BA;Mirangaba;2921401;-40,716045;-10,780084;13252;16893,94176
SE;Pacatuba;2804904;-36,646795;-10,517779;13230;12970,49088
SC;Modelo;4210902;-53,051532;-26,775114;13220;27696,4624
MG;Abadia dos Dourados;3100104;-47,458991;-18,353174;13211;28884,1184
RR;Normandia;1400407;-60,065025;3,879114;13176;27441,5424
MA;São Domingos do Maranhão;2110708;-44,336556;-5,63822;13173;17621,9904
SC;Capivari de Baixo;4203956;-48,94353;-28,455423;13148;29118,5792
CE;Cruz;2304251;-40,326295;-2,896272;13143;11556,37248
AL;Porto Real do Colégio;2707503;-36,737983;-10,122076;13114;23013,28896
RS;Itatiba do Sul;4310702;-52,477537;-27,356192;13113;28763,6448
MT;Denise;5103452;-56,962937;-14,724946;13113;27425,68632
RS;Novo Hamburgo;4313409;-51,048997;-29,734974;13112;15955,852
SC;São Bento do Sul;4215802;-49,350599;-26,295511;13090;28948,9552
SE;Itabaianinha;2803005;-37,777456;-11,259068;13077;25446,65984
SC;Lindóia do Sul;4209854;-52,052125;-27,031312;13065;30526,802
SC;Maracajá;4210407;-49,455715;-28,863891;13055;28050,5856
SC;Vidal Ramos;4219200;-49,347594;-27,387496;13054;27050,1568
GO;Posse;5218300;-46,442474;-14,23093;13052;27892,63112
MT;Mirassol d'Oeste;5105622;-58,05489;-15,65489;13050;26377,968
BA;Cabaceiras do Paraguaçu;2904852;-39,193856;-12,565692;13038;12735,6576
MA;Água Doce do Maranhão;2100154;-42,166358;-2,946973;12981;11591,40864
GO;Mairipotaba;5212600;-49,458156;-17,29964;12976;26206,28256
PR;Marumbi;4115507;-51,659577;-23,754307;12931;30853,66456
PR;Nossa Senhora das Graças;4116406;-51,79807;-22,914078;12915;26070,2336
SC;Jupiá;4209177;-52,720887;-26,394105;12901;27880,2656
RS;Mampituba;4311734;-50,002408;-29,2623;12899;21413,472
PA;Curuçá;1502905;-47,863203;-0,742954;12898;10822,26816
MG;Elói Mendes;3123601;-45,59733;-21,612366;12875;29578,24
MA;Maracaçumé;2106326;-45,993963;-1,98427;12864;11239,44064
PA;Terra Alta;1507961;-47,848376;-1,002978;12854;10754,30656
RO;Itapuã do Oeste;1101104;-63,044941;-9,17021;12841;21792,1584
RS;Capela de Santana;4304689;-51,357128;-29,705953;12831;26986,99904
SP;Brotas;3507902;-48,081225;-22,273291;12827;25173,87712
AM;Silves;1304005;-58,536271;-2,82213;12811;10692,4544
PR;Laranjal;4113254;-52,490639;-24,9021;12804;25671,7632
RR;Pacaraima;1400456;-60,839439;4,168714;12772;11242,3584
MA;Vitorino Freire;2113009;-45,312499;-4,243726;12763;12887,328
PA;Bujaru;1501907;-48,088662;-1,633949;12756;10781,07264
SP;Botucatu;3507506;-48,468322;-22,863442;12752;27255,8816
SP;Igarapava;3520103;-47,682445;-20,063688;12746;26694,35648
MA;Serrano do Maranhão;2111789;-45,017243;-1,873208;12744;11310,09664
BA;Barra do Choça;2902906;-40,580781;-14,913567;12712;18352,8704
MA;Turilândia;2112456;-45,43766;-2,159392;12709;12743,97248
RO;Espigão D'Oeste;1100098;-60,78483;-11,35134;12697;22462,68736
RS;Arroio dos Ratos;4301107;-51,751921;-30,193173;12685;22533,9368
SC;Serra Alta;4217550;-53,025379;-26,693679;12662;27436,2176
RS;Vista Alegre;4323507;-53,510109;-27,324958;12621;27255,0432
BA;Campo Alegre de Lourdes;2905909;-43,174908;-9,551413;12600;11152,2048
MA;Parnarama;2107803;-43,463238;-5,637759;12599;19645,19712
BA;Olindina;2923100;-38,353951;-11,41955;12570;18458,944
PR;Porecatu;4120002;-51,409944;-22,74267;12534;27703,95912
BA;Pilão Arcado;2924405;-43,116428;-10,007667;12528;10980,92544
RR;Amajari;1400027;-62,436952;3,732909;12509;21415,23968
MG;Ervália;3124005;-42,600638;-20,848973;12491;28431,93024
ES;Pinheiros;3204104;-40,198201;-18,369894;12490;19096,6848
SC;Riqueza;4215075;-53,34467;-26,977386;12484;25247,5948
GO;Aloândia;5200506;-49,465363;-17,693371;12474;26561,0744
SC;Arroio Trinta;4201604;-51,336778;-26,921166;12471;29591,7696
SP;Tambaú;3553302;-47,239027;-21,601783;12468;21155,4096
PR;Quatiguá;4120705;-49,931901;-23,562115;12465;28449,28616
PA;Nova Timboteua;1505007;-47,392148;-1,156443;12420;10853,568
PA;Ourém;1505403;-47,139413;-1,495971;12400;10827,584
PR;Rosário do Ivaí;4122651;-51,203446;-24,315716;12348;28336,2112
MG;Areado;3104304;-46,142272;-21,35602;12324;29129,4528
RS;Putinga;4315206;-52,147787;-29,02856;12318;27346,1616
PA;Canaã dos Carajás;1502152;-50,085674;-6,424206;12287;23027,456
SC;Coronel Freitas;4204400;-52,725322;-26,883292;12277;27445,9144
MA;Centro Novo do Maranhão;2103174;-46,534444;-3,07409;12231;12200,7712
AP;Mazagão;1600402;-51,951193;-0,066837;12226;10466,62784
RS;Nova Araçá;4312807;-51,746112;-28,651426;12225;28308,9224
SP;Jardinópolis;3525102;-47,826031;-20,992054;12222;24895,81312
SP;Barão de Antonina;3505005;-49,571958;-23,582915;12198;25860,08064
BA;Irajuba;2914208;-40,052295;-13,230719;12154;10133,2032
MA;Governador Nunes Freire;2104677;-45,818213;-2,061741;12145;11010,44608
PA;Curionópolis;1502772;-49,624611;-6,22893;12120;19365,12
SP;Ibitinga;3519600;-48,847825;-21,792941;12108;25789,50384
MA;Centro do Guilherme;2103158;-46,117003;-2,42872;12106;12033,96928
BA;Dom Macedo Costa;2910206;-39,169904;-12,911509;12091;10291,46496
CE;Marco;2307809;-40,262834;-3,189435;12087;10496,55104
MG;Itapecerica;3133501;-45,107917;-20,458491;12074;28642,7008
BA;Serrolândia;2930600;-40,254937;-11,43656;12040;11410,0992
RS;Gramado Xavier;4309159;-52,600682;-29,288987;12033;25280,8624
SC;Aurora;4201901;-49,590088;-27,329328;12029;26552,2496
PR;General Carneiro;4108502;-51,391935;-26,472606;12025;23991,22
MA;São Benedito do Rio Preto;2110401;-43,618455;-3,375324;12024;15005,10464
PA;Mãe do Rio;1504059;-47,51258;-1,991155;12004;11983,744
BA;Gandu;2911204;-39,482691;-13,788685;12000;9984
PI;Regeneração;2208809;-42,490414;-6,352495;12000;23865,32736
SC;Luzerna;4210035;-51,506291;-27,090364;11951;27705,9536
TO;Abreulândia;1700251;-49,309888;-9,480414;11943;23666,81664
AP;Porto Grande;1600535;-51,669942;0,585522;11937;10238,44608
SC;Presidente Getúlio;4214003;-49,714115;-27,062029;11923;25646,704
GO;Barro Alto;5203203;-48,881195;-14,907532;11917;25278,1744
RR;Cantá;1400175;-60,542285;2,272837;11907;18245,2192
MG;Capelinha;3112307;-42,491952;-17,692882;11866;19236,8384
SP;Araraquara;3503208;-48,181322;-21,79165;11839;25364,4512
MS;Corumbá;5003207;-56,72372;-18,731209;11820;17706,852
MG;Guapé;3128105;-45,920981;-20,764259;11799;26867,1052
BA;Muritiba;2922300;-39,084512;-12,621549;11781;10164,42048
PR;Almirante Tamandaré;4100400;-49,323639;-25,29639;11766;24795,5552
MA;Vitória do Mearim;2112902;-44,92214;-3,568091;11755;17965,95776
SC;Nova Itaberaba;4211454;-52,833234;-26,961402;11740;25497,556
SE;Ilha das Flores;2802700;-36,554001;-10,455542;11736;25346,36224
BA;Caetité;2905206;-42,476637;-13,947968;11729;11786,672
RO;Buritis;1100452;-63,941163;-10,052115;11703;10549,89888
RS;Morrinhos do Sul;4312443;-49,954318;-29,337953;11686;23246,90048
MA;Arari;2101004;-44,727374;-3,533381;11674;23239,152
BA;Quijingue;2925907;-39,069652;-10,775518;11660;11112,064
TO;Natividade;1714203;-47,648959;-11,798493;11660;19231,68
SC;Águas de Chapecó;4200507;-52,956712;-27,054408;11633;23563,01712
MA;Viana;2112803;-45,002721;-3,156312;11616;13636,57216
SC;Vitor Meireles;4219358;-49,845368;-26,826225;11601;22877,88
BA;Miguel Calmon;2921203;-40,623372;-11,421467;11580;11966,7328
SC;Treze Tílias;4218509;-51,449555;-26,964667;11580;25197,528
RS;São Domingos do Sul;4318051;-51,867809;-28,538352;11572;24966,50848
RS;Cerrito;4305124;-52,79599;-31,729711;11547;24367,0976
SP;Quatá;3541703;-50,645285;-22,205935;11521;15931,50208
SP;Rio Claro;3543907;-47,579894;-22,373918;11513;20649,36464
MG;Botelhos;3108404;-46,419447;-21,636374;11508;26523,12
SP;Sarapuí;3551108;-47,785798;-23,66429;11508;23053,9648
BA;Maracás;2920502;-40,555233;-13,495182;11481;9696,72704
SP;Bebedouro;3506102;-48,510749;-20,940451;11470;25236,0568
SC;Alfredo Wagner;4200705;-49,331353;-27,70568;11460;23606,816
SC;Iomerê;4207577;-51,275652;-26,987596;11441;27408,232
RO;Vale do Anari;1101757;-61,939101;-9,732434;11422;11968,86544
RN;Touros;2414407;-35,62053;-5,276928;11410;10011,84
PA;Vitória do Xingu;1508357;-51,973974;-3,135268;11409;10990,3168
MG;Ingaí;3130804;-44,924645;-21,410591;11407;26691,5044
SE;Riachão do Dantas;2805802;-37,800365;-11,034233;11399;14215,46112
MA;Santa Inês;2109908;-45,425737;-3,838575;11379;10538,59392
MA;Alcântara;2100204;-44,528189;-2,390845;11361;9961,91296
SP;Ibiúna;3519709;-47,215245;-23,802381;11361;23226,4224
MA;Rosário;2109601;-44,202113;-2,945569;11295;9778,69056
SC;Princesa;4214151;-53,611413;-26,432823;11290;25508,5096
MG;São Pedro da União;3163904;-46,641947;-21,126832;11285;24025,952
SC;Salto Veloso;4215406;-51,42803;-26,895641;11282;26711,1596
AM;Jutaí;1302306;-68,406304;-4,715291;11256;9570,72256
MS;Rochedo;5007505;-54,705662;-19,95176;11249;21647,93336
SC;Joaçaba;4209003;-51,593163;-27,152018;11242;25488,8384
PA;Maracanã;1504307;-47,496562;-0,802479;11216;9603,7312
MG;Malacacheta;3139201;-42,110227;-17,84336;11196;11367,6992
PR;Paranapoema;4118303;-52,102678;-22,660472;11184;16541,11192
MG;Piranga;3150802;-43,299016;-20,633255;11150;25257,28
RS;Nova Petrópolis;4313201;-51,084882;-29,372355;11130;24814,4064
SC;Nova Trento;4211504;-49,042;-27,313057;11124;10765,4016
MG;Poços de Caldas;3151800;-46,563295;-21,808024;11118;25612,9536
BA;Jitaúna;2918308;-39,86666;-13,957972;11115;9326,43712
GO;Britânia;5203807;-51,208418;-15,237049;11110;19671,9796
AL;Coruripe;2702306;-36,230385;-10,082367;11106;19188,13408
SC;Sul Brasil;4217758;-52,946837;-26,695334;11062;23315,5108
SP;Salto de Pirapora;3545308;-47,580651;-23,652783;11060;25056,624
GO;Santa Fé de Goiás;5219258;-51,171637;-15,66772;11022;19525,6424
MA;Pedro do Rosário;2108256;-45,430025;-2,989335;10971;10029,50144
SP;Gavião Peixoto;3516853;-48,44793;-21,791604;10953;12308,98024
BA;Cachoeira;2904902;-38,884134;-12,641781;10920;9493,28128
BA;Camaçari;2905701;-38,206322;-12,665908;10912;9927,31264
SC;Monte Carlo;4211058;-50,927942;-27,193351;10880;24579,776
SP;Araçoiaba da Serra;3502903;-47,651527;-23,543865;10863;19280,9032
MG;Ilicínea;3130507;-45,801642;-20,931457;10800;24720,192
SP;Palestina;3535002;-49,497649;-20,321151;10800;25036,56
SC;Guarujá do Sul;4206603;-53,483442;-26,398206;10755;23614,0512
PR;Campina Grande do Sul;4104006;-48,844539;-25,186497;10744;23491,9488
SP;Marabá Paulista;3528700;-52,056586;-22,127698;10743;16004,4
RS;Progresso;4315156;-52,318974;-29,224419;10740;22563,24928
AM;Itacoatiara;1301902;-58,777287;-3,174639;10726;10891,0752
RS;Barra do Guarita;4301859;-53,763417;-27,205572;10689;23278,8672
MA;São João do Carú;2111029;-46,379451;-3,510782;10658;12189,9232
BA;São Gonçalo dos Campos;2929305;-38,942475;-12,418064;10620;10467,2448
SC;Tunápolis;4218756;-53,649314;-26,98745;10613;24742,8068
TO;Pugmil;1718451;-48,883318;-10,422593;10613;17342,21344
RS;Mariana Pimentel;4311981;-51,584066;-30,314268;10563;18820,6656
SP;Tuiuti;3554953;-46,687624;-22,830276;10558;25053,5936
SC;União do Oeste;4218855;-52,856389;-26,78697;10534;22689,774
BA;Serra Dourada;2930303;-43,797591;-12,806269;10527;9541,248
BA;Conceição da Feira;2908200;-38,998683;-12,507274;10519;8854,00768
AM;Benjamin Constant;1300607;-70,279086;-5,430561;10502;8740,4288
MA;Monção;2106904;-45,322901;-3,486183;10467;12392,2368
SP;Monte Alto;3531308;-48,533009;-21,259315;10464;22388,6016
SP;Teodoro Sampaio;3554300;-52,374035;-22,416607;10464;13823,32736
MT;Barra do Bugres;5101704;-57,564945;-15,06631;10444;16342,7912
RS;Caraá;4304713;-50,341826;-29,772225;10438;14720,6572
MG;Viçosa;3171303;-42,885513;-20,74042;10427;22796,6784
SC;Ipira;4207601;-51,79899;-27,371072;10419;23976,9484
AL;São Sebastião;2708808;-36,550513;-9,963672;10416;9175,0272
BA;Coração de Maria;2908903;-38,786852;-12,21389;10411;8672,4896
RO;São Francisco do Guaporé;1101492;-63,122113;-12,368688;10395;16508,72
MG;Coração de Jesus;3118809;-44,37875;-16,613171;10390;13209,664
MG;Juruaia;3136900;-46,526519;-21,220843;10376;24116,79616
GO;Cavalcante;5205307;-47,696151;-13,635064;10368;18775,7504
MG;Santa Vitória;3159803;-50,275593;-18,989618;10364;22965,796
SC;Biguaçu;4202305;-48,694368;-27,433407;10361;17482,6816
RO;Pimenta Bueno;1100189;-60,830388;-11,894469;10361;12957,24184
SP;Sales Oliveira;3544905;-47,854604;-20,831525;10350;22587,18
SP;Torrinha;3554706;-48,164437;-22,444588;10345;18206,2348
RS;Maquiné;4311775;-50,209075;-29,633724;10333;20911,8016
SP;Quintana;3542008;-50,369275;-22,100195;10267;10456,6944
RO;Presidente Médici;1100254;-61,877953;-11,166274;10237;9448,53504
BA;Caém;2905107;-40,291454;-11,141845;10214;9010,46272
BA;Vitória da Conquista;2933307;-40,902172;-14,974809;10200;8644,6208
TO;Nova Rosalândia;1715002;-48,974569;-10,549605;10192;20117,58976
BA;Amargosa;2901007;-39,626296;-13,040884;10175;8498,1472
GO;Simolândia;5220686;-46,582904;-14,432565;10170;22893,7704
AP;Laranjal do Jari;1600279;-53,310546;1,101364;10147;8772,0128
GO;Ouvidor;5215504;-47,747275;-18,219346;10145;22287,9072
MG;União de Minas;3170438;-50,342952;-19,408437;10130;23095,244
SP;Cordeirópolis;3512407;-47,414673;-22,479553;10128;23275,34688
RR;Mucajaí;1400308;-61,995554;2,513324;10126;10989,0364
MT;São Pedro da Cipa;5107404;-54,738609;-15,954549;10112;21697,504
RS;Rolante;4316006;-50,549707;-29,629015;10086;15229,8752
RS;Dezesseis de Novembro;4306353;-55,079395;-28,20496;10084;20942,21264
CE;Camocim;2302602;-40,800459;-2,950743;10083;9583,0176
SP;Jaú;3525300;-48,556035;-22,29607;10076;21455,846
SE;Macambira;2803708;-37,596847;-10,660049;10014;12510,0928
AM;Rio Preto da Eva;1303569;-59,638359;-2,52985;10000;8320
TO;Aliança do Tocantins;1700350;-48,908194;-11,332169;9992;19579,808
SC;Lajeado Grande;4209458;-52,552224;-26,854768;9977;21217,03136
PA;Primavera;1506104;-47,131474;-0,952687;9973;8744,4672
SC;Ibiam;4206751;-51,21571;-27,208184;9954;23472,648
SP;Lucianópolis;3527504;-49,550295;-22,473351;9941;10601,76128
RS;Santa Clara do Sul;4316758;-52,131786;-29,453684;9918;20586,2124
SC;Imbuia;4207403;-49,405414;-27,502479;9915;21082,56
MA;Vila Nova dos Martírios;2112852;-48,080598;-5,074861;9909;20580,74704
SP;Rinópolis;3543808;-50,717419;-21,681162;9860;10863,776
SC;Paulo Lopes;4212304;-48,760749;-27,964335;9848;18706,33984
MG;Bueno Brandão;3109105;-46,355252;-22,486088;9846;23156,8512
MA;Feira Nova do Maranhão;2104073;-46,624734;-6,997525;9842;18585,5968
SP;Santa Rita do Passa Quatro;3547502;-47,507926;-21,6825;9840;22315,9392
SP;Mirandópolis;3530102;-51,130527;-21,081071;9836;16595,974
BA;Jaguaripe;2917805;-38,986144;-13,121359;9833;8236,77504
SC;Chapadão do Lageado;4204194;-49,556347;-27,58242;9821;21525,644
MG;Ouro Fino;3146008;-46,383984;-22,254786;9817;23248,736
SP;Santa Cruz das Palmeiras;3546306;-47,250134;-21,855496;9799;21934,34432
RO;Ji-Paraná;1100122;-61,757253;-10,462221;9756;9787,6224
SP;Iguape;3520301;-47,474624;-24,549615;9745;16388,0896
MS;Brasilândia;5002308;-52,434164;-21,075761;9744;19960,104
GO;Santa Rosa de Goiás;5219506;-49,486028;-16,062765;9715;11106,02
SC;Rio dos Cedros;4214706;-49,368326;-26,617628;9710;20790,508
SP;Matão;3529302;-48,430118;-21,610118;9708;21641,76384
MG;Jequitinhonha;3135803;-41,082973;-16,388831;9684;8920,81152
PA;Abel Figueiredo;1500131;-48,424601;-4,957319;9666;8990,55176
AM;Borba;1300805;-59,534694;-4,957617;9660;8129,9328
PA;Xinguara;1508407;-49,635269;-6,917778;9659;18702,50688
MA;Fernando Falcão;2104081;-45,306178;-6,173799;9658;9995,0944
RR;Rorainópolis;1400472;-61,010501;0,037744;9657;10566,72128
SP;Castilho;3511003;-51,570252;-20,89761;9640;17560,1728
GO;Goianápolis;5208400;-49,068765;-16,514464;9620;19139,2336
PA;Magalhães Barata;1504109;-47,635153;-0,809422;9615;8016,40512
MA;Matões do Norte;2106631;-44,4778;-3,756678;9585;12158,57984
MA;Cândido Mendes;2102606;-45,675805;-1,616039;9573;8736,33024
RS;Lagoa Bonita do Sul;4311239;-53,042136;-29,502869;9570;18261,032
SP;Itapira;3522604;-46,772103;-22,431962;9565;16826,8676
PR;Presidente Castelo Branco;4120408;-52,149375;-23,263798;9563;15768,14864
SP;Itatinga;3523503;-48,629374;-23,153652;9555;20170,6608
AM;Manaquiri;1302553;-60,697141;-3,778895;9540;8234,28096
RS;Pinheiro Machado;4314506;-53,413424;-31,405364;9540;20659,4
PR;Tunas do Paraná;4127882;-48,902622;-24,95255;9533;19833,9904
RO;Guajará-Mirim;1100106;-64,537522;-11,305672;9504;8065,9008
SP;Parapuã;3536000;-50,821706;-21,85291;9503;12346,2016
CE;Tururu;2313559;-39,405411;-3,551718;9485;9743,80864
PE;São João;2613206;-36,377583;-8,879959;9476;11811,83488
MG;Campo Belo;3111200;-45,255901;-20,91968;9463;21637,8112
AM;Eirunepé;1301407;-70,218248;-7,021998;9446;8525,74208
RS;São José do Hortêncio;4318481;-51,257231;-29,5359;9415;8486,45824
SP;Cunha;3513603;-44,942138;-23,052873;9414;21947,7888
MA;Matinha;2106508;-45,001697;-3,071261;9412;8587,27424
PR;Diamante do Sul;4107124;-52,703496;-24,995167;9412;20145,56496
MG;Luminárias;3138708;-44,923145;-21,537978;9363;21622,6428
MG;Rio Casca;3154903;-42,660615;-20,14094;9354;21602,5088
MA;Paulo Ramos;2108108;-45,394354;-4,521937;9352;15634,52416
GO;Americano do Brasil;5200852;-50,001308;-16,261113;9350;17265,3368
SP;Patrocínio Paulista;3536307;-47,289415;-20,704206;9316;20630,2336
MG;São Tomás de Aquino;3165107;-47,127225;-20,786166;9305;21309,0312
SC;Santa Helena;4215554;-53,61963;-26,921156;9304;19608,5688
MS;Nioaque;5005806;-55,89984;-21,10111;9300;16287,2896
RS;Dois Lajeados;4306452;-51,843076;-28,976631;9278;20532,1136
PI;Murici dos Portelas;2206696;-42,01329;-3,3561;9275;10960,4224
GO;Araçu;5201603;-49,701529;-16,365622;9273;20235,0032
MA;Formosa da Serra Negra;2104099;-46,186257;-6,514205;9264;18962,40384
SC;Saltinho;4215356;-53,022549;-26,590536;9261;17959,5916
PR;Fazenda Rio Grande;4107652;-49,297417;-25,676419;9261;18774,1892
PA;Bom Jesus do Tocantins;1501576;-48,763514;-5,054267;9249;14835,7248
GO;Davinópolis;5206909;-47,565878;-18,117621;9230;20140,34
SP;Divinolândia;3513900;-46,697408;-21,661679;9225;21702,24
PI;Caldeirão Grande do Piauí;2202091;-40,622914;-7,307678;9220;8936,1664
PA;Peixe-Boi;1505601;-47,271983;-1,130711;9200;8521,28
MG;Alto Rio Doce;3102100;-43,403399;-21,035761;9200;20349,0176
GO;Diorama;5207105;-51,34968;-16,223204;9185;18088,8528
AL;Joaquim Gomes;2703809;-35,778786;-9,079463;9172;7657,20448
GO;Gouvelândia;5209150;-50,155716;-18,509024;9170;20241,504
AM;São Sebastião do Uatumã;1303957;-58,702545;-1,946045;9128;7799,68128
MA;São Félix de Balsas;2110807;-44,88344;-7,091859;9104;18822,4344
TO;Lizarda;1712405;-46,938856;-9,52536;9100;15304,1248
CE;Morrinhos;2308906;-40,091254;-3,28421;9098;7919,63264
RO;Alvorada D'Oeste;1100346;-62,544992;-11,311421;9079;12141,9568
PA;São João do Araguaia;1507508;-48,696792;-5,447323;9074;11757,5616
MA;Lago da Pedra;2105708;-45,205306;-4,738995;9072;12652,1952
SP;Pederneiras;3536703;-48,861108;-22,301112;9072;19028,48384
SP;Caconde;3508702;-46,617038;-21,539514;9071;20384,8104
SC;Rio do Sul;4214805;-49,629362;-27,195723;9034;19108,06144
PI;Miguel Alves;2206209;-42,77384;-4,240334;8996;18762,34624
MT;Nossa Senhora do Livramento;5106109;-56,518949;-15,843989;8991;18079,02912
GO;Cezarina;5205455;-49,756598;-17,086453;8990;19440,964
SC;Timbó;4218202;-49,269016;-26,807822;8980;16109,9904
RS;Amaral Ferrador;4300638;-52,31754;-30,810489;8975;19152,9856
MG;Caratinga;3113404;-42,101973;-19,712117;8955;13694,1024
SC;São João do Itaperiú;4216354;-48,797741;-26,590863;8952;19524,7104
BA;São Félix;2929008;-38,998643;-12,674994;8944;7551,18528
RS;Vanini;4322558;-51,835027;-28,490386;8944;19451,73488
SC;Pedras Grandes;4212403;-49,204783;-28,479028;8940;11300,48
