UF;Nome;CD;Lat;Long;Carga;Energia
BA;Santa Inês;2927903;-39,848806;-13,284706;4319;3656,24896
RS;Barão;4301651;-51,488981;-29,385275;4308;9128,9472
PA;Salinópolis;1506203;-47,348991;-0,680401;4302;3682,7328
GO;Minaçu;5213087;-48,348939;-13,498749;4302;7440,03408
SP;Olímpia;3533908;-48,959614;-20,705239;4300;9749,6512
SP;Caçapava;3508504;-45,713307;-23,103728;4300;6125,1328
SP;Porto Feliz;3540606;-47,516914;-23,230332;4300;7368,62
BA;Taperoá;2931202;-39,227909;-13,572671;4298;3698,37888
SP;Cerquilho;3511508;-47,757133;-23,187123;4282;9537,456
MG;Cambuí;3110608;-46,078335;-22,582711;4277;10091,3344
SC;Gravatal;4206207;-49,020123;-28,353428;4276;9062,52416
BA;Tanque Novo;2931053;-42,537536;-13,556042;4270;5383,504
MG;Conselheiro Lafaiete;3118304;-43,788657;-20,666008;4260;9844,0832
SP;Lourdes;3527256;-50,234035;-20,949148;4260;9347,616
MG;Tarumirim;3168408;-41,901917;-19,301466;4257;7896,1728
MA;Conceição do Lago-Açu;2103554;-44,838224;-3,797998;4242;5507,33056
SE;Arauá;2800407;-37,592155;-11,26248;4230;7123,57056
SP;Itapuí;3522901;-48,70145;-22,250825;4221;9494,04024
SP;Nova Aliança;3532801;-49,515976;-21,062621;4220;9612,068
PA;Rio Maria;1506161;-49,895143;-7,340633;4214;8815,488
RS;Porto Alegre;4314902;-51,165067;-30,095389;4211;7969,2992
MG;Espera Feliz;3124203;-41,929937;-20,597288;4210;8492,736
CE;Missão Velha;2308401;-39,156422;-7,311423;4210;6863,73248
MG;Varginha;3170701;-45,409108;-21,557484;4208;8922,0096
SP;Indiaporã;3520707;-50,26367;-19,947926;4200;9554,4
MG;Santo Antônio do Retiro;3160454;-42,660995;-15,288146;4199;3702,7456
SP;Américo de Campos;3501806;-49,768018;-20,289386;4192;9756,7296
RS;Forquetinha;4308433;-52,12547;-29,388805;4180;7732,02
PR;Paranaguá;4118204;-48,517611;-25,526567;4160;4484,94784
AL;Quebrangulo;2707602;-36,461229;-9,303268;4159;9601,1456
SC;Pescaria Brava;4212650;-48,885117;-28,401279;4159;3609,35424
PE;Bodocó;2602001;-39,964746;-7,655906;4155;3906,57536
SE;Estância;2802106;-37,398265;-11,248805;4141;3830,112
MA;Pio XII;2108702;-45,093158;-3,851529;4135;5630,77312
MS;Corguinho;5003108;-55,057637;-19,80653;4125;6182,01
AM;São Gabriel da Cachoeira;1303809;-67,996933;0,374898;4124;3618,6624
CE;Quiterianópolis;2311264;-40,761136;-5,871957;4112;9022,58304
SP;Pontal;3540200;-48,064421;-20,984579;4110;8630,3448
PI;Itaueira;2205102;-43,133712;-7,504988;4109;7213,2416
AM;Pauini;1303502;-68,197141;-7,757805;4098;3522,54912
AP;Ferreira Gomes;1600238;-51,417351;0,957104;4097;3534,37184
MG;Estiva;3124500;-46,013976;-22,458277;4095;9530,976
MA;Coroatá;2103604;-44,145312;-4,102201;4095;7061,0144
MG;São João Evangelista;3162807;-42,775599;-18,513626;4085;8530,3744
SC;Leoberto Leal;4209805;-49,257278;-27,471821;4083;8226,6816
MG;Itaipé;3132305;-41,659367;-17,409373;4082;3945,3184
SE;Moita Bonita;2804102;-37,340713;-10,593911;4080;3394,56
ES;Nova Venécia;3203908;-40,522781;-18,698412;4080;3791,6576
MG;Lima Duarte;3138609;-43,886916;-21,799403;4074;8770,432
BA;Barra da Estiva;2902807;-41,098092;-13,650485;4070;3868,48
SP;Cosmorama;3512902;-49,774622;-20,442529;4059;9202,50368
MG;Espírito Santo do Dourado;3124401;-45,986774;-22,008973;4053;9136,80256
SC;Armazém;4201505;-49,015118;-28,237682;4052;5345,2544
ES;Montanha;3203502;-40,275172;-18,138861;4050;3369,6
MG;Guaranésia;3128303;-46,807301;-21,277447;4039;9116,0484
RN;Macaíba;2407104;-35,428522;-5,926727;4036;3387,72736
MG;Coronel Xavier Chaves;3119708;-44,196624;-21,024663;4036;7921,0276
PI;Redenção do Gurguéia;2208700;-44,454712;-9,524275;4036;8386,1332
MA;Campestre do Maranhão;2102556;-47,263986;-6,176126;4030;9266,70656
GO;Mambaí;5212709;-46,068593;-14,412236;4030;8570,57616
RR;Iracema;1400282;-62,449004;2,190481;4024;5694,7784
SC;Catanduvas;4204004;-51,696805;-27,045536;4022;9245,4672
MG;Conceição do Pará;3117603;-44,871734;-19,785665;4019;4405,26976
PA;São João da Ponta;1507466;-47,964466;-0,870468;4018;3361,85344
SP;Ribeirão Preto;3543402;-47,821303;-21,210843;4017;8691,816
BA;Iraquara;2914406;-41,583095;-12,248341;4016;5393,7888
MG;Abre Campo;3100302;-42,442634;-20,273172;4015;7984,256
ES;Guaçuí;3202306;-41,705212;-20,763388;4015;8475,552
SP;Nova Campina;3532827;-48,972913;-24,190622;4012;8881,3408
MG;Caranaíba;3113107;-43,720703;-20,891211;4003;9414,0452
PA;Melgaço;1504505;-51,103864;-1,607632;4000;3328
GO;Mara Rosa;5212808;-49,396032;-13,996531;4000;7664,3664
MA;Junco do Maranhão;2105658;-46,115798;-1,917894;3987;3648,24768
MG;Imbé de Minas;3130556;-41,967703;-19,618645;3980;6622,112
TO;Filadélfia;1707702;-47,79386;-7,496845;3978;5419,1744
RS;Farroupilha;4307906;-51,365931;-29,210104;3972;9185,5488
BA;Souto Soares;2930808;-41,789614;-12,02762;3967;3912,8096
MG;Ponto Chique;3152131;-44,973616;-16,608805;3967;5281,5424
SC;Apiúna;4201257;-49,364268;-27,123694;3960;4452,7616
CE;Santa Quitéria;2312205;-40,042491;-4,340945;3958;7816,60096
GO;Campos Belos;5204904;-46,514392;-13,000299;3955;8254,592
SP;Bady Bassitt;3504602;-49,43762;-20,931535;3948;8312,4288
RS;Gravataí;4309209;-50,947396;-29,890779;3937;8174,81088
GO;Trombas;5221452;-48,754213;-13,421287;3929;6731,53664
MA;Lago Verde;2105906;-44,883116;-3,99073;3925;6547,1296
MG;Belo Vale;3106408;-44,059989;-20,424738;3924;4668,1728
ES;Aracruz;3200607;-40,175959;-19,765977;3924;3495,05664
BA;Adustina;2900355;-38,037088;-10,562382;3921;8203,6416
MA;Igarapé Grande;2105203;-44,819564;-4,58592;3920;7476,47744
GO;Cumari;5206602;-48,134497;-18,320197;3920;8300,352
MT;Novo Santo Antônio;5106315;-50,888078;-12,314956;3908;6958,03712
MG;Passa Tempo;3147709;-44,491099;-20,648934;3900;8197,2096
RR;São Luiz;1400605;-60,151836;0,884435;3890;3655,744
GO;Adelândia;5200159;-50,184673;-16,369254;3888;8886,7392
MG;Águas Vermelhas;3101003;-41,5217;-15,683414;3875;3723,104
GO;Rialma;5218607;-49,532526;-15,340657;3870;8804,244
RJ;Macaé;3302403;-41,977343;-22,29578;3868;7192,1888
CE;Limoeiro do Norte;2307601;-38,046255;-5,157327;3865;7228,5312
SP;Duartina;3514502;-49,413373;-22,393287;3865;3306,88128
TO;Rio Sono;1718758;-47,496249;-9,647807;3861;6949,3352
MG;Matutina;3141207;-45,995538;-19,193623;3858;7777,4256
MG;Araçuaí;3103405;-41,993175;-16,930782;3843;5089,42464
MG;Virginópolis;3171808;-42,670291;-18,791881;3843;8126,7456
MG;São João da Mata;3162302;-45,923191;-21,942588;3843;9119,36256
SC;Barra Velha;4202107;-48,726947;-26,66205;3843;8092,4736
SP;Analândia;3502002;-47,677955;-22,121085;3840;8752,6152
MA;Cururupu;2103703;-44,810106;-1,696433;3836;3293,14368
SP;Taiúva;3553203;-48,42825;-21,132692;3835;5356,58136
GO;Amaralina;5200829;-49,615386;-13,842472;3835;7480,68
BA;Itiruçu;2916906;-40,153071;-13,487525;3832;3294,08704
MG;Iturama;3134400;-50,344999;-19,71633;3830;7644,236
SP;Altair;3500907;-49,093861;-20,533338;3818;8711,9304
RS;Harmonia;4309555;-51,423413;-29,545789;3812;3458,6912
MA;Lago dos Rodrigues;2105948;-44,930918;-4,588605;3806;6003,15392
SC;Cunhataí;4204756;-53,100913;-26,974681;3804;6805,0072
GO;Itaguari;5210562;-49,626701;-15,938246;3800;9039,744
BA;Apuarema;2901957;-39,75157;-13,820034;3800;3166,272
SP;Cássia dos Coqueiros;3510906;-47,144091;-21,263279;3798;8906,328
TO;Oliveira de Fátima;1715507;-48,877091;-10,67409;3788;7597,49176
MG;Cantagalo;3112059;-42,648697;-18,516132;3784;8741,1776
SC;Laurentino;4209508;-49,732851;-27,207513;3780;7834,9344
SC;Canelinha;4203709;-48,80257;-27,234607;3777;7541,1936
MG;Teixeiras;3168507;-42,862464;-20,632125;3772;8496,7424
MG;Monsenhor Paulo;3142601;-45,4819;-21,733142;3770;8784,832
AL;Coité do Nóia;2702009;-36,582239;-9,629879;3769;3222,0288
MG;Martinho Campos;3140506;-45,190479;-19,412279;3768;7651,6944
CE;Ipueiras;2305902;-40,876781;-4,572982;3767;5361,26208
PI;Caxingó;2202653;-41,850975;-3,39189;3765;6205,04
CE;Mauriti;2308104;-38,713783;-7,398434;3751;6484,95552
MG;São Sebastião da Bela Vista;3164407;-45,775803;-22,16115;3751;8266,6304
MG;Oliveira;3145604;-44,735976;-20,749808;3747;8427,8208
MA;Benedito Leite;2101806;-44,568278;-7,120332;3743;7388,85496
SC;Grão Pará;4206108;-49,31469;-28,154639;3740;8259,2512
BA;Saúde;2929800;-40,390138;-10,911278;3736;5315,14368
SP;São Sebastião da Grama;3550803;-46,752978;-21,75405;3729;8472,4416
SP;Iacanga;3519105;-49,039631;-21,890908;3725;8861,328
SP;Presidente Venceslau;3541505;-51,838338;-21,793013;3720;5805,9264
RN;Apodi;2401008;-37,835669;-5,62828;3701;7709,37856
SP;Júlio Mesquita;3525805;-49,793354;-21,97295;3700;4934,656
MT;Lambari D'Oeste;5105234;-57,783412;-15,37469;3699;7995,09952
PE;Petrolina;2611101;-40,572359;-9,019795;3682;3179,47136
SP;Guararema;3518305;-46,058562;-23,42757;3679;4758,37696
MA;Axixá;2101103;-44,103285;-2,819872;3678;3417,54496
MG;Felício dos Santos;3125408;-43,238919;-18,133175;3670;7096,5312
MA;Bernardo do Mearim;2101939;-44,688251;-4,67956;3670;5969,43168
SP;Buritama;3508108;-50,200221;-21,049114;3670;7781,6136
BA;Ibititá;2913101;-41,916811;-11,576454;3649;3110,68544
MG;Córrego Fundo;3119955;-45,532129;-20,45082;3643;8367,6144
MG;Claraval;3116407;-47,239497;-20,369379;3640;7485,888
TO;Aurora do Tocantins;1702703;-46,418694;-12,642368;3640;5507,4816
BA;São José do Jacuípe;2929370;-39,918042;-11,44046;3635;3087,392
PI;Luzilândia;2205805;-42,364559;-3,607432;3631;6496,10176
RS;Flores da Cunha;4308201;-51,221558;-29,031216;3630;8445,92
SP;Mirante do Paranapanema;3530201;-51,997968;-22,349246;3630;6153,84
MT;Castanheira;5102850;-58,607589;-10,954292;3628;4290,1312
SC;Urubici;4218905;-49,577827;-28,038604;3624;8595,1488
CE;Novo Oriente;2309409;-40,771252;-5,592682;3624;7998,13376
GO;Águas Lindas de Goiás;5200258;-48,287428;-15,755796;3616;7449,8984
AM;Japurá;1302108;-68,321118;-1,697081;3612;3023,74656
GO;Cromínia;5206503;-49,357172;-17,241212;3606;6750,50184
TO;Araguatins;1702208;-48,105843;-5,665569;3605;4224,8512
BA;Livramento de Nossa Senhora;2919504;-41,990849;-13,810688;3604;5731,31968
ES;Ponto Belo;3204252;-40,514228;-18,250775;3600;2995,2
SP;Sandovalina;3545506;-51,842134;-22,477862;3600;7799,4
MG;Toledo;3169109;-46,383217;-22,705712;3598;8453,4016
MA;Pedreiras;2108207;-44,581327;-4,618247;3594;6872,95808
SP;Regente Feijó;3542404;-51,29406;-22,252533;3588;7129,2
GO;São Luíz do Norte;5220157;-49,276112;-14,916218;3585;7079,32
GO;Campinaçu;5204656;-48,568129;-13,884808;3582;6021,29184
RR;São João da Baliza;1400506;-59,84502;0,63578;3580;3847,0336
SP;Palmares Paulista;3535101;-48,826665;-21,104714;3580;4359,7744
BA;Santa Teresinha;2928505;-39,572785;-12,734253;3573;3330,25344
SC;Presidente Castello Branco;4213906;-51,781089;-27,233448;3570;8374,366
SC;Arabutã;4201273;-52,181243;-27,140885;3570;8260,1808
SE;Nossa Senhora da Glória;2804508;-37,528039;-10,177739;3569;8484,82432
AM;Santo Antônio do Içá;1303700;-69,089348;-3,052905;3568;3290,32704
BA;Feira de Santana;2910800;-39,037267;-12,189781;3566;3012,86272
MA;Cedral;2103109;-44,593383;-1,980873;3565;3126,1344
MA;Jenipapo dos Vieiras;2105476;-45,575801;-5,391206;3562;5107,17824
MG;Montalvânia;3142700;-44,501538;-14,47319;3561;4060,2048
RS;Colinas;4305587;-51,868307;-29,392817;3552;7664,538
MG;Conselheiro Pena;3118403;-41,456718;-19,170198;3546;7687,872
MA;Governador Eugênio Barros;2104602;-44,06724;-5,385251;3546;7404,37184
GO;Estrela do Norte;5207501;-49,086338;-13,813913;3541;6102,8332
PB;Dona Inês;2505709;-35,647424;-6,610003;3540;3320,064
BA;Mucugê;2921906;-41,474908;-13,065099;3527;6772,17408
PE;Calçado;2603306;-36,321754;-8,750575;3526;3039,2192
CE;Crato;2304202;-39,487431;-7,236425;3522;5139,1296
MA;Bacuri;2101301;-45,158297;-1,685937;3522;3493,73568
AM;Iranduba;1301852;-60,480404;-3,095108;3520;2959,5776
BA;Milagres;2921302;-39,797586;-12,899946;3514;3010,77184
BA;Lagoa Real;2918753;-42,219603;-14,047295;3510;3409,8432
MG;Santa Rita do Sapucaí;3159605;-45,682757;-22,23704;3510;6838,912
MG;Presidente Bernardes;3153103;-43,154775;-20,77044;3507;7401,3504
AM;Beruri;1300631;-61,804429;-4,606409;3500;2912
SC;Passo de Torres;4212254;-49,721067;-29,267503;3500;7523,264
SE;São Domingos;2806800;-37,574756;-10,782379;3497;3555,05152
BA;Ourolândia;2923357;-41,13947;-10,844283;3482;6105,3376
BA;Itamari;2915700;-39,667054;-13,766584;3481;3037,66464
PR;Morretes;4116208;-48,856022;-25,51835;3479;4165,64096
SP;Pracinha;3540853;-51,075197;-21,837523;3474;3159,52512
MA;Esperantinópolis;2104008;-44,890568;-4,8991;3470;6951,27488
RO;Santa Luzia D'Oeste;1100296;-61,701091;-12,026968;3470;5549,2352
PA;Sapucaia;1507755;-49,56977;-6,838887;3469;7633,58272
MG;Muriaé;3143906;-42,421458;-21,091372;3467;4644,3968
RS;Sério;4320453;-52,243555;-29,394899;3464;6471,13472
SC;Itapema;4208302;-48,63372;-27,108657;3460;6694,144
MA;Timbiras;2112100;-43,813488;-4,153038;3459;6011,04
PE;Canhotinho;2603702;-36,176904;-8,893226;3452;4546,4832
TO;Angico;1701051;-47,912953;-6,435605;3450;3195,2448
MA;Barra do Corda;2101608;-45,183333;-5,504293;3441;6244,50688
SC;Siderópolis;4217600;-49,526662;-28,583339;3440;6590,1056
SC;Rio Rufino;4215059;-49,753631;-27,914257;3438;7843,536
SE;Capela;2801306;-37,036704;-10,469689;3420;3499,8016
ES;Pedro Canário;3204054;-40,037142;-18,182428;3419;3017,88992
SC;Braço do Norte;4202800;-49,142834;-28,240905;3416;4596,1088
RS;Três Coroas;4321709;-50,770591;-29,477329;3411;4350,0456
PB;Araruna;2501005;-35,753896;-6,524303;3410;3323,0976
BA;Campo Formoso;2906006;-40,720007;-10,253809;3408;5230,24384
BA;Brejões;2904308;-39,850783;-13,075374;3406;2893,24864
AM;Apuí;1300144;-59,432019;-7,760009;3403;3834,88
SP;Santa Rosa de Viterbo;3547601;-47,366217;-21,503776;3400;6936,904
CE;São Gonçalo do Amarante;2312403;-39,057156;-3,602001;3391;3153,02272
CE;Tauá;2313302;-40,259527;-5,937112;3384;7065,8944
SP;Lavínia;3526506;-51,032632;-21,150799;3384;7735,5648
BA;Capim Grosso;2906873;-39,977302;-11,327452;3378;3506,8096
SP;Cabrália Paulista;3508306;-49,372991;-22,489451;3374;2946,3872
RS;Morro Reuter;4312476;-51,055323;-29,520792;3364;5616,7936
SE;Tobias Barreto;2807402;-38,003339;-11,041958;3355;3848,7936
PB;Itapororoca;2507101;-35,258785;-6,809361;3352;2978,6432
SC;José Boiteux;4209151;-49,646184;-26,859061;3345;6537,6256
GO;Marzagão;5212907;-48,689394;-17,985426;3344;6639,60888
AL;Palmeira dos Índios;2706307;-36,605716;-9,418237;3340;2813,7632
GO;Mozarlândia;5214002;-50,587228;-14,842599;3339;5995,0972
MG;Ijaci;3130408;-44,933843;-21,178163;3338;7899,6736
SP;Valentim Gentil;3556107;-50,101741;-20,420531;3337;7859,68128
BA;Medeiros Neto;2921104;-40,285633;-17,361298;3333;2808,26112
AM;Santa Isabel do Rio Negro;1303601;-65,521329;-0,318364;3330;2770,56
GO;Nova Roma;5214903;-47,010734;-13,800654;3320;6966,848
TO;Presidente Kennedy;1718402;-48,461343;-8,462353;3317;6263,16
SC;Benedito Novo;4202206;-49,435285;-26,800625;3316;6577,8176
MG;Quartel Geral;3153707;-45,603073;-19,279769;3315;7282,704
MG;Varzelândia;3170909;-43,93443;-15,641476;3314;3033,5104
BA;Paratinga;2923704;-43,064445;-12,690719;3305;3698,05952
ES;Alfredo Chaves;3200300;-40,827046;-20,563888;3304;5984,7168
PR;Quatro Barras;4120804;-48,994368;-25,368655;3301;6639,72736
PB;Mogeiro;2509404;-35,497444;-7,294946;3300;3080,1024
MA;Central do Maranhão;2103125;-44,858087;-2,254896;3294;3181,64224
BA;Uruçuca;2932705;-39,231603;-14,527392;3290;2876,4992
MG;Diogo de Vasconcelos;3121704;-43,183884;-20,481324;3288;7046,7456
MG;Santo Antônio do Monte;3160405;-45,292269;-20,083049;3288;7000,0256
SE;Santa Rosa de Lima;2806503;-37,236081;-10,632042;3281;2840,18176
RO;Novo Horizonte do Oeste;1100502;-62,083202;-11,681094;3279;3709,87712
TO;Novo Jardim;1715259;-46,550335;-11,771222;3270;6210,048
MG;Indaiabira;3130655;-42,14296;-15,562196;3267;3075,55456
PI;Esperantina;2203701;-42,189936;-3,823764;3267;5359,46368
MG;Canaã;3111705;-42,621834;-20,6668;3264;7015,5648
MG;Carlos Chagas;3113701;-40,842006;-17,67418;3261;2735,91936
SP;Nova Castilho;3532868;-50,345753;-20,77782;3259;7339,0496
TO;Muricilândia;1713957;-48,787011;-7,003892;3248;3375,7824
BA;Cícero Dantas;2907806;-38,452541;-10,51386;3242;4334,0416
MA;Poção de Pedras;2108900;-44,911837;-4,786829;3242;6280,944
PI;Inhuma;2204709;-41,686019;-6,672738;3237;3486,7104
TO;Araguanã;1702158;-48,52527;-6,790979;3236;3455,5648
MG;Santa Rosa da Serra;3159704;-45,999768;-19,562044;3229;7132,0448
AP;Amapá;1600105;-50,581053;1,765595;3224;2769,86624
CE;Senador Pompeu;2312700;-39,438113;-5,580315;3220;6319,856
SP;Jaguariúna;3524709;-47,012782;-22,691981;3220;7273,2736
SP;Tapiratiba;3553609;-46,741861;-21,450777;3220;7322,56288
MG;Heliodora;3129202;-45,540646;-22,049131;3218;7240,8896
MS;Selvíria;5007802;-51,757834;-20,28278;3216;6517,9632
MG;Brasília de Minas;3108602;-44,439121;-16,242706;3214;3223,84
PA;Curralinho;1502806;-49,988034;-1,583462;3210;2686,1888
MG;Arceburgo;3104106;-46,94194;-21,359471;3209;7624,1088
SP;Guaimbê;3517307;-49,860641;-21,878505;3208;4580,99968
SC;Blumenau;4202404;-49,097025;-26,885005;3206;2998,9952
CE;Santana do Cariri;2312106;-39,756307;-7,222557;3204;3200,55552
PB;Alagoa Grande;2500304;-35,604235;-7,059569;3202;3475,77472
GO;Goiandira;5208509;-48,138761;-18,122208;3200;6703,1952
MG;Jacuí;3134806;-46,735624;-21,024433;3195;6666,444
BA;Catolândia;2907400;-44,701646;-12,273133;3193;7330,81216
RJ;Rio Bonito;3304300;-42,58846;-22,734669;3190;2694,3616
MG;São Francisco de Paula;3161205;-44,9954;-20,716549;3190;7091,9744
BA;Presidente Dutra;2925600;-41,998374;-11,296048;3189;2935,8912
GO;Araguapaz;5202155;-50,43959;-15,13917;3189;6384,92232
RO;Vale do Paraíso;1101807;-62,094047;-10,384257;3185;2930,6944
MA;Graça Aranha;2104701;-44,31812;-5,414802;3184;3900,6176
MG;Manhuaçu;3139409;-42,106835;-20,195325;3181;7047,8912
CE;Russas;2311801;-38,151085;-4,842983;3178;3226,94464
SP;Fernandópolis;3515509;-50,283019;-20,271774;3168;7431,4368
SC;Luiz Alves;4210001;-48,891147;-26,726965;3160;6499,84
BA;Água Fria;2900405;-38,723952;-11,830189;3157;2661,89184
MA;Lago do Junco;2105807;-44,97657;-4,522554;3155;5571,5552
CE;Ubajara;2313609;-41,004176;-3,866966;3154;4059,41824
GO;Goianira;5208806;-49,429302;-16,500079;3150;7493,472
MG;Datas;3121001;-43,647668;-18,471115;3142;7125,0176
MG;Taiobeiras;3168002;-42,056108;-15,824495;3142;3594,0864
MG;Ouro Branco;3145901;-43,675337;-20,52466;3134;7254,6688
GO;Nova Veneza;5215009;-49,309093;-16,358075;3130;7246,464
PI;Oeiras;2207009;-42,165042;-6,966673;3124;3574,77376
MA;Fortuna;2104206;-44,029562;-5,668378;3123;6182,9408
TO;Lavandeira;1712157;-46,394839;-12,820308;3120;3888,992
SP;Mairinque;3528403;-47,229279;-23,507961;3120;6657,648
SP;Zacarias;3557154;-50,049414;-21,125467;3120;6963,3648
MA;Apicum-Açu;2100832;-45,030011;-1,526158;3118;2713,97696
GO;Itaguaru;5210604;-49,612768;-15,772702;3118;7381,4912
SP;Serra Negra;3551603;-46,687281;-22,589115;3108;7238,98848
PI;Caraúbas do Piauí;2202539;-41,824239;-3,564622;3105;3425,18144
SP;Nova Europa;3532900;-48,549671;-21,774336;3105;7238,97
BA;Várzea Nova;2933158;-41,030314;-11,12168;3096;2717,8944
MG;Jequitibá;3135704;-44,001193;-19,21158;3095;6920,064
RJ;Nova Iguaçu;3303500;-43,501894;-22,687433;3095;2575,04
PR;Antonina;4101200;-48,722413;-25,30514;3087;3723,50848
TO;Sandolândia;1718840;-49,876174;-12,402101;3082;3952,018
CE;Brejo Santo;2302503;-38,92176;-7,555667;3073;5996,2752
MG;Camacho;3110400;-45,132175;-20,640841;3072;6171,2448
ES;Conceição da Barra;3201605;-39,833156;-18,445552;3072;2615,45472
MG;Josenópolis;3136579;-42,550697;-16,541651;3071;2599,79072
RN;Bom Jesus;2401701;-35,590794;-6,000816;3067;2605,71968
SP;Mirassolândia;3530409;-49,487006;-20,595005;3066;7293,64608
SP;Poloni;3539905;-49,819968;-20,75246;3060;7191,9936
MA;Senador Alexandre Costa;2111748;-43,984649;-5,261046;3048;6534,85256
PI;Palmeirais;2207504;-42,956253;-5,882734;3045;6446,88968
GO;São Domingos;5219803;-46,486841;-13,536885;3041;6280,4672
SC;Paial;4211876;-52,487924;-27,21316;3040;6863,11344
TO;Paranã;1716208;-47,812162;-12,695705;3035;3917,216
MG;Carmo da Mata;3114006;-44,891824;-20,559672;3034;6740,7448
SP;Santa Lúcia;3546900;-48,057403;-21,670818;3024;6709,8336
PI;Dom Expedito Lopes;2203404;-41,69826;-6,960028;3023;2683,27104
PB;Sobrado;2515971;-35,256367;-7,179801;3022;2529,9808
RO;Teixeirópolis;1101559;-62,279772;-10,943453;3021;2954,3328
RN;Santana do Matos;2411403;-36,634889;-5,904681;3017;2524,56448
MA;Lagoa do Mato;2105922;-43,495637;-6,032195;3017;6310,07872
SP;Urupês;3556008;-49,265173;-21,205203;3015;6817,08232
PI;Pio IX;2208205;-40,71808;-6,790165;3009;2653,70688
MA;Satubinha;2111722;-45,25922;-3,938628;3007;3798,55424
MG;Guaraciama;3128253;-43,620615;-17,078522;3005;2507,8944
MA;São João do Soter;2111078;-43,766643;-5,040176;3003;5342,15016
PB;Lagoa Seca;2508307;-35,866762;-7,146266;3000;2632,6272
TO;Conceição do Tocantins;1705607;-47,303484;-12,169341;3000;4095,552
MS;Aquidauana;5001102;-55,863234;-19,7561;2997;3064,512
MA;Miranda do Norte;2106755;-44,526852;-3,53142;2990;3610,90432
CE;Ipu;2305803;-40,669795;-4,369191;2983;4234,6656
MG;Ribeirão Vermelho;3154705;-45,073063;-21,147887;2980;6981,0944
MG;Itueta;3134103;-41,103853;-19,372696;2979;6247,872
SP;Pitangueiras;3539509;-48,249359;-21,006222;2977;6260,04864
RO;Ouro Preto do Oeste;1100155;-62,172532;-10,610553;2975;3424,064
SP;Monte Aprazível;3531407;-49,765841;-20,737474;2968;6809,696
SP;Rubiácea;3544400;-50,785797;-21,36086;2964;6362,8516
SP;Uchoa;3555604;-49,157706;-20,936941;2950;4310,656
MG;Carmópolis de Minas;3114501;-44,647857;-20,56191;2940;6486,656
MG;Três Marias;3169356;-45,069157;-18,297841;2934;5198,4288
MG;São João do Pacuí;3162658;-44,524365;-16,55532;2926;3553,1584
SP;Cananéia;3509908;-48,008629;-25,018797;2926;2585,03744
MA;Amapá do Maranhão;2100550;-45,948044;-1,673075;2925;3076,70976
CE;Quixeramobim;2311405;-39,330248;-5,243853;2921;6024,15488
MG;Divinópolis;3122306;-44,930692;-20,123716;2915;4576,3264
MG;Salinas;3157005;-42,152069;-16,111139;2915;5087,1104
PI;São Pedro do Piauí;2210508;-42,786604;-5,818189;2910;3008,43008
BA;Itagi;2915106;-40,024851;-14,162264;2905;2478,81536
SE;Boquim;2800670;-37,597102;-11,120552;2899;3027,80288
SP;Ribeirão Bonito;3542909;-48,185329;-22,060116;2898;4462,29888
CE;Tianguá;2313401;-41,055632;-3,737192;2897;3378,33536
SP;Anhumas;3502408;-51,427779;-22,362024;2895;6543,3672
GO;Nova Aurora;5214804;-48,295784;-18,098857;2887;5662,0096
SP;Sete Barras;3551801;-47,934123;-24,273918;2882;4602,28736
MG;Medina;3141405;-41,510066;-16,27052;2880;3099,008
CE;Ipaporanga;2305654;-40,803931;-4,91002;2871;6142,048
RS;Boa Vista do Sul;4302253;-51,67253;-29,351315;2865;6103,2
MG;São Sebastião do Oeste;3164605;-45,044233;-20,251585;2861;5360,8
SE;Aquidabã;2800209;-37,063965;-10,261278;2857;2525,536
SP;Planalto;3539608;-49,935992;-21,001203;2853;6639,49224
SC;Balneário Piçarras;4212809;-48,733076;-26,759278;2850;5896,32
RR;Caracaraí;1400209;-61,472051;0,990924;2847;2725,25568
BA;Aramari;2902203;-38,524994;-12,055431;2845;2466,11456
SC;Angelina;4200903;-49,067289;-27,542974;2840;4246,656
SP;Três Fronteiras;3554904;-50,869589;-20,273744;2840;6261,0176
SP;Arealva;3503406;-48,982118;-22,076201;2832;6102,99344
MA;Santo Antônio dos Lopes;2110302;-44,481161;-4,826408;2825;5604,02944
GO;Itapuranga;5211206;-49,950431;-15,547594;2816;6043,5712
BA;Presidente Jânio Quadros;2925709;-41,724288;-14,698466;2813;2537,1008
PI;Agricolândia;2200103;-42,682358;-5,768194;2810;5644,08768
TO;Praia Norte;1718303;-47,783563;-5,47246;2808;2463,10528
RN;São Vicente;2413003;-36,659816;-6,20768;2805;2336,096
MG;Mamonas;3139250;-42,953913;-15,012833;2802;5985,2288
RO;Ministro Andreazza;1101203;-61,568969;-11,160294;2793;3731,6032
GO;Itapirapuã;5211008;-50,77122;-15,702904;2791;5073,0268
SP;Alvinlândia;3501509;-49,758531;-22,452552;2780;5375,7824
MG;Santana dos Montes;3159100;-43,669814;-20,796862;2767;6324,31744
SP;Guaraçaí;3517802;-51,279458;-21,086423;2760;4709,4528
BA;Ibotirama;2913200;-43,204764;-12,038551;2757;3300,37248
MG;Poté;3152402;-41,769344;-17,814975;2757;2665,26336
MG;Divino;3122009;-42,175424;-20,589991;2750;6218,016
MA;Capinzal do Norte;2102754;-44,306207;-4,682169;2750;5431,75744
MG;Catuji;3115458;-41,498477;-17,371747;2746;2689,344
